State,county,year,violent_crime,murder,rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,frm_30,points_30,frm_15,points_15,median_hh_income,median_hh_inc_moe,poverty_count,poverty_count_moe,poverty_rate,poverty_rate_moe,county_fips,price,Price_Difference
New Jersey,Sussex,2017,0,0,0,0,0,0,0,0,0,0,3.989807692,0.498076923,3.2725,0.490384615,89744,4284,7372,1526,1.1,5.3,37,230719.92,-191.58
New Jersey,Sussex,2018,0,0,0,0,0,0,0,0,0,0,4.544615385,0.484615385,4.000192308,0.45,92284,4315,7233,1405,1,5.2,37,243134.67,12414.75
New Jersey,Sussex,2019,0,0,0,0,0,0,0,0,0,0,3.935769231,0.521153846,3.391730769,0.475,100281,3560,7180,1538,1.1,5.2,37,255785.42,12650.75
New Jersey,Union,2012,0,0,0,0,0,0,0,0,0,0,3.6575,0.717307692,2.934423077,0.684615385,64698,3254,58609,5916,1.1,10.9,39,310472.92,
New Jersey,Union,2013,0,0,0,0,0,0,0,0,0,0,3.975576923,0.732692308,3.100769231,0.7,64272,2596,61990,6558,1.2,11.5,39,315231.92,4759
New Jersey,Union,2014,0,0,0,0,0,0,0,0,0,0,4.168867925,0.59245283,3.286037736,0.571698113,68172,3025,60679,6684,1.2,11.1,39,330659.83,15427.91
New Jersey,Union,2015,0,0,0,0,0,0,0,0,0,0,3.850576923,0.615384615,3.0875,0.576923077,70581,2488,58384,6510,1.2,10.6,39,333713.17,3053.34
New Jersey,Union,2016,0,0,0,0,0,0,0,0,0,0,3.654038462,0.530769231,2.930769231,0.492307692,71801,2384,58425,6643,1.2,10.6,39,339373.58,5660.41
New Jersey,Union,2017,0,0,0,0,0,0,0,0,0,0,3.989807692,0.498076923,3.2725,0.490384615,76830,2421,52052,7398,1.3,9.3,39,359634.33,20260.75
New Jersey,Union,2018,0,0,0,0,0,0,0,0,0,0,4.544615385,0.484615385,4.000192308,0.45,80737,3457,43279,6953,1.3,7.8,39,378825.5,19191.17
New Jersey,Union,2019,0,0,0,0,0,0,0,0,0,0,3.935769231,0.521153846,3.391730769,0.475,79953,3459,50094,6908,1.3,9.1,39,387667.08,8841.58
New Jersey,Warren,2012,0,0,0,0,0,0,0,0,0,0,3.6575,0.717307692,2.934423077,0.684615385,70560,2985,7285,1441,1.4,6.9,41,213837.58,
New Jersey,Warren,2013,0,0,0,0,0,0,0,0,0,0,3.975576923,0.732692308,3.100769231,0.7,68011,4780,9194,1551,1.5,8.7,41,214842,1004.42
New Jersey,Warren,2014,0,0,0,0,0,0,0,0,0,0,4.168867925,0.59245283,3.286037736,0.571698113,71294,3052,8747,1594,1.5,8.3,41,227108.33,12266.33
New Jersey,Warren,2015,0,0,0,0,0,0,0,0,0,0,3.850576923,0.615384615,3.0875,0.576923077,71672,4952,8040,1478,1.4,7.7,41,225512.5,-1595.83
New Jersey,Warren,2016,0,0,0,0,0,0,0,0,0,0,3.654038462,0.530769231,2.930769231,0.492307692,74834,3983,8708,1459,1.4,8.3,41,224050.08,-1462.42
New Jersey,Warren,2017,0,0,0,0,0,0,0,0,0,0,3.989807692,0.498076923,3.2725,0.490384615,79633,4199,7770,1528,1.5,7.4,41,227948.67,3898.59
New Jersey,Warren,2018,0,0,0,0,0,0,0,0,0,0,4.544615385,0.484615385,4.000192308,0.45,77571,4788,7006,1436,1.4,6.7,41,236254.33,8305.66
New Jersey,Warren,2019,0,0,0,0,0,0,0,0,0,0,3.935769231,0.521153846,3.391730769,0.475,83998,3644,7313,1572,1.5,7.1,41,240479.92,4225.59
