county_code,county_name,district_code,district_name,school_code,school_name,gradespan,rating
01,ATLANTIC,0010,Absecon Public Schools District,050,Emma C Attales,05-08,40.5
01,ATLANTIC,0010,Absecon Public Schools District,060,H Ashton Marsh,PK-04,37.75
01,ATLANTIC,0110,Atlantic City School District,030,Sovereign Avenue School,PK-08,52.25
01,ATLANTIC,0110,Atlantic City School District,050,Chelsea Heights School,PK-08,55.25
01,ATLANTIC,0110,Atlantic City School District,060,Texas Avenue School,KG-08,46.0
01,ATLANTIC,0110,Atlantic City School District,070,New York Avenue School,PK-08,45.5
01,ATLANTIC,0110,Atlantic City School District,080,Uptown School Complex,PK-08,38.0
01,ATLANTIC,0110,Atlantic City School District,100,Pennsylvania Ave School,PK-08,43.75
01,ATLANTIC,0110,Atlantic City School District,120,Richmond Avenue School,PK-08,48.25
01,ATLANTIC,0110,Atlantic City School District,140,Dr Martin Luther King Jr School Complex,PK-08,47.75
01,ATLANTIC,0110,Atlantic City School District,300,Brighton Avenue School,PK-05,45.0
01,ATLANTIC,0570,Brigantine Public School District,010,Brigantine Elementary School,PK-04,48.25
01,ATLANTIC,0570,Brigantine Public School District,030,Brigantine North Middle School,05-08,53.5
01,ATLANTIC,0590,Buena Regional School District,030,Buena Regional Middle School,06-08,46.5
01,ATLANTIC,0590,Buena Regional School District,300,Dr. J.P. Cleary Elementary School,03-05,35.0
01,ATLANTIC,1300,Egg Harbor City School District,030,Egg Harbor City Community School,04-08,42.5
01,ATLANTIC,1310,Egg Harbor Township School District,038,Alder Avenue Middle School,06-08,48.0
01,ATLANTIC,1310,Egg Harbor Township School District,039,Fernwood Avenue Middle School,06-08,51.0
01,ATLANTIC,1310,Egg Harbor Township School District,045,Dr. Joyanne D. Miller Elementary School,04-05,34.5
01,ATLANTIC,1410,Estell Manor School District,050,Estell Manor Elementary School,KG-08,52.25
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,PK-08,54.5
01,ATLANTIC,1690,Galloway Township Public Schools,015,Arthur Rann Elementary School,PK-06,48.0
01,ATLANTIC,1690,Galloway Township Public Schools,016,Galloway Township Middle School,07-08,44.75
01,ATLANTIC,1690,Galloway Township Public Schools,045,Reeds Road Elementary School,KG-06,57.0
01,ATLANTIC,1690,Galloway Township Public Schools,046,Roland Rogers Elementary School,PK-06,53.0
01,ATLANTIC,1690,Galloway Township Public Schools,048,Smithville Elementary School,KG-06,55.0
01,ATLANTIC,1940,Hamilton Township School District,055,George L. Hess Educational Complex,PK-05,53.75
01,ATLANTIC,1940,Hamilton Township School District,120,William Davies Middle School,06-08,39.75
01,ATLANTIC,1960,Hammonton School District,055,Warren E. Sooy Jr. Elementary School,PK-05,46.5
01,ATLANTIC,1960,Hammonton School District,060,Hammonton Middle School,06-08,41.5
01,ATLANTIC,2680,Linwood City School District,020,Belhaven Middle School,05-08,63.5
01,ATLANTIC,2680,Linwood City School District,050,Seaview Elementary School,PK-05,46.5
01,ATLANTIC,3020,Margate City School District,010,Eugene A. Tighe Middle School,05-08,61.5
01,ATLANTIC,3020,Margate City School District,025,William H. Ross III School,PK-04,64.5
01,ATLANTIC,3480,Mullica Township School District,020,Mullica Township Primary School,PK-04,42.0
01,ATLANTIC,3480,Mullica Township School District,025,Mullica Township Middle School,05-08,47.0
01,ATLANTIC,3720,Northfield City School District,056,Northfield Community Middle School,05-08,46.0
01,ATLANTIC,3720,Northfield City School District,057,Northfield Community Elementary School,PK-04,51.75
01,ATLANTIC,4180,Pleasantville Public School District,055,Pleasantville Middle School,06-08,29.0
01,ATLANTIC,4180,Pleasantville Public School District,060,Washington Avenue Elementary School,KG-05,43.75
01,ATLANTIC,4180,Pleasantville Public School District,080,Leeds Avenue Elementary School,PK-05,45.25
01,ATLANTIC,4180,Pleasantville Public School District,085,North Main Street Elementary School,PK-05,65.25
01,ATLANTIC,4180,Pleasantville Public School District,095,South Main Street Elementary School,PK-05,45.5
01,ATLANTIC,4240,Port Republic School District,050,Port Republic Elementary School,KG-08,38.75
01,ATLANTIC,4800,Somers Point School District,055,Jordan Road Elementary School,04-08,48.5
01,ATLANTIC,5350,Ventnor City School District,040,Ventnor Middle School,05-08,60.5
01,ATLANTIC,5350,Ventnor City School District,045,Ventnor Elementary School,PK-04,52.0
01,ATLANTIC,5760,Weymouth Township School District,020,Weymouth Township Elementary School,PK-08,70.75
03,BERGEN,0040,Allendale Public School District,010,Brookside School,04-08,61.0
03,BERGEN,0080,Alpine School District,010,Alpine Elementary School,KG-08,59.5
03,BERGEN,0300,Bergenfield Borough School District,040,Franklin Elementary School,PK-05,50.5
03,BERGEN,0300,Bergenfield Borough School District,050,Hoover Elementary School,PK-05,53.25
03,BERGEN,0300,Bergenfield Borough School District,060,Jefferson Elementary School,KG-05,75.75
03,BERGEN,0300,Bergenfield Borough School District,070,Lincoln Elementary School,PK-05,57.5
03,BERGEN,0300,Bergenfield Borough School District,075,Roy W. Brown Middle School,06-08,40.0
03,BERGEN,0300,Bergenfield Borough School District,080,Washington Elementary School,KG-05,47.0
03,BERGEN,0440,Bogota Public School District,020,Bogota Jr./Sr. High School,07-12,26.0
03,BERGEN,0440,Bogota Public School District,030,E. Roy Bixby,PK-06,59.5
03,BERGEN,0440,Bogota Public School District,050,Lillian M. Steen,PK-06,65.0
03,BERGEN,0740,Carlstadt PublicSchool District,050,Carlstadt Public School,PK-08,48.0
03,BERGEN,0890,Cliffside Park School District,050,School #3,01-06,50.25
03,BERGEN,0890,Cliffside Park School District,060,School #4,KG-06,67.5
03,BERGEN,0890,Cliffside Park School District,070,School #5,PK-06,55.5
03,BERGEN,0890,Cliffside Park School District,080,School #6/Middle School,01-08,46.5
03,BERGEN,0930,Closter Public School District,050,Hillside Elementary School,PK-04,79.5
03,BERGEN,0930,Closter Public School District,060,Tenakill Middle School,05-08,56.5
03,BERGEN,0990,Cresskill Public School District,045,Cresskill Middle School,06-08,39.5
03,BERGEN,0990,Cresskill Public School District,050,Edward H. Bryan,KG-05,66.0
03,BERGEN,0990,Cresskill Public School District,060,Merritt Memorial,KG-05,71.5
03,BERGEN,1070,Demarest School District,040,Demarest Middle School,05-08,60.5
03,BERGEN,1070,Demarest School District,050,Luther Lee Emerson School,02-04,58.5
03,BERGEN,1130,Dumont Public School District,050,Grant Elementary School,KG-05,46.5
03,BERGEN,1130,Dumont Public School District,060,Honiss Elementary\Middle School,KG-08,53.0
03,BERGEN,1130,Dumont Public School District,070,Lincoln Elementary School,KG-05,40.5
03,BERGEN,1130,Dumont Public School District,080,Selzer Elementary\Middle School,PK-08,50.0
03,BERGEN,1230,East Rutherford School District,040,Alfred S. Faust,05-08,50.5
03,BERGEN,1230,East Rutherford School District,080,McKenzie School,PK-04,53.25
03,BERGEN,1270,Edgewater School District,050,Eleanor Van Gelder,03-06,53.25
03,BERGEN,1345,Elmwood Park School District,060,Memorial Middle School,06-08,49.75
03,BERGEN,1345,Elmwood Park School District,070,Gantner Avenue School,KG-05,52.0
03,BERGEN,1345,Elmwood Park School District,080,Gilbert Avenue School,PK-05,44.75
03,BERGEN,1345,Elmwood Park School District,090,Sixteenth Avenue School,PK-05,41.0
03,BERGEN,1360,Emerson Public School District,050,Emerson Jr Sr High,07-12,56.75
03,BERGEN,1360,Emerson Public School District,060,Patrick M Villano School,03-06,48.5
03,BERGEN,1370,Englewood Public School District,060,Dr. Leroy McCloud Elementary School,03-05,27.0
03,BERGEN,1370,Englewood Public School District,076,Janis E. Dismus Middle School,06-08,37.0
03,BERGEN,1380,Englewood Cliffs School District,060,Upper School,03-08,68.25
03,BERGEN,1450,Fair Lawn Public School District,060,Thomas Jefferson Middle School,06-08,48.0
03,BERGEN,1450,Fair Lawn Public School District,070,Memorial Middle School,06-08,46.5
03,BERGEN,1450,Fair Lawn Public School District,080,Henry B. Milnes Elementary School,KG-05,65.25
03,BERGEN,1450,Fair Lawn Public School District,085,John A. Forrest Elementary School,KG-05,54.75
03,BERGEN,1450,Fair Lawn Public School District,100,Lyncrest Elementary School,KG-05,57.0
03,BERGEN,1450,Fair Lawn Public School District,110,Radburn Elementary School,KG-05,62.0
03,BERGEN,1450,Fair Lawn Public School District,140,Warren Point Elementary School,KG-05,64.5
03,BERGEN,1450,Fair Lawn Public School District,160,Westmoreland Elementary School,PK-05,55.0
03,BERGEN,1470,Fairview Public School District,060,Lincoln School,04-08,42.0
03,BERGEN,1550,Fort Lee School District,060,School No. 1,KG-06,72.25
03,BERGEN,1550,Fort Lee School District,070,School No. 2,PK-06,60.75
03,BERGEN,1550,Fort Lee School District,080,School No. 3,KG-06,65.5
03,BERGEN,1550,Fort Lee School District,090,School No. 4,KG-06,64.0
03,BERGEN,1550,Fort Lee School District,100,Lewis F. Cole Middle School,07-08,33.5
03,BERGEN,1580,Franklin Lakes School District,015,Franklin Avenue Middle School,06-08,44.5
03,BERGEN,1580,Franklin Lakes School District,020,High Mountain Road School,PK-05,49.75
03,BERGEN,1580,Franklin Lakes School District,030,Woodside Avenue School,KG-05,62.0
03,BERGEN,1580,Franklin Lakes School District,040,Colonial Road School,PK-05,55.5
03,BERGEN,1700,Garfield Public School District,060,Christopher Columbus School #8,PK-05,34.75
03,BERGEN,1700,Garfield Public School District,070,Garfield Middle School,06-08,39.5
03,BERGEN,1700,Garfield Public School District,080,Abraham Lincoln School #6,PK-05,39.25
03,BERGEN,1700,Garfield Public School District,100,Roosevelt School #7,PK-05,45.75
03,BERGEN,1700,Garfield Public School District,120,Washington Irving School #4,PK-05,55.5
03,BERGEN,1700,Garfield Public School District,130,Woodrow Wilson School #5,PK-05,57.5
03,BERGEN,1700,Garfield Public School District,205,James Madison School #10,PK-05,47.0
03,BERGEN,1700,Garfield Public School District,300,Thomas Jefferson School #9,PK-05,55.5
03,BERGEN,1760,Glen Rock Public School District,060,Glen Rock Middle School,06-08,56.0
03,BERGEN,1760,Glen Rock Public School District,065,Alexander Hamilton School,KG-05,70.5
03,BERGEN,1760,Glen Rock Public School District,070,Richard Byrd,KG-05,53.0
03,BERGEN,1760,Glen Rock Public School District,080,Central School,KG-05,60.75
03,BERGEN,1760,Glen Rock Public School District,090,Clara E Coleman School,PK-05,57.0
03,BERGEN,1860,Hackensack School District,090,Nellie K. Parker,PK-04,51.0
03,BERGEN,1860,Hackensack School District,100,Fairmount,PK-04,49.75
03,BERGEN,1860,Hackensack School District,110,Fanny Meyer Hillers,PK-04,48.0
03,BERGEN,1860,Hackensack School District,120,Jackson Avenue,PK-04,43.75
03,BERGEN,1860,Hackensack School District,300,Hackensack Middle School,05-08,44.0
03,BERGEN,2050,Harrington Park School District,050,Harrington Park School,PK-08,55.0
03,BERGEN,2080,Hasbrouck Heights School District,055,Hasbrouck Heights Middle School,06-08,52.25
03,BERGEN,2080,Hasbrouck Heights School District,060,Euclid Elementary School,PK-05,60.5
03,BERGEN,2080,Hasbrouck Heights School District,080,Lincoln Elementary School,PK-05,52.75
03,BERGEN,2090,Haworth Public School District,050,Haworth Public School,KG-08,59.75
03,BERGEN,2180,Hillsdale School District,010,Ann Blanche Smith,KG-04,75.25
03,BERGEN,2180,Hillsdale School District,020,George G White,05-08,69.0
03,BERGEN,2180,Hillsdale School District,030,Meadowbrook,PK-04,54.75
03,BERGEN,2200,Ho-Ho-Kus School District,050,Ho-Ho-Kus Public School,PK-08,53.5
03,BERGEN,2620,Leonia Public School District,055,Leonia Middle School,06-08,51.25
03,BERGEN,2620,Leonia Public School District,060,Anna C. Scott Elementary School,PK-05,63.0
03,BERGEN,2710,Little Ferry Public School District,030,Memorial Elementary School,05-08,47.25
03,BERGEN,2710,Little Ferry Public School District,050,Washington Elementary School,PK-04,31.25
03,BERGEN,2740,Lodi School District,060,Columbus School,KG-05,70.25
03,BERGEN,2740,Lodi School District,065,Hilltop School,PK-05,49.0
03,BERGEN,2740,Lodi School District,067,Thomas Jefferson Middle School,06-08,72.0
03,BERGEN,2740,Lodi School District,080,Roosevelt School,PK-05,42.25
03,BERGEN,2740,Lodi School District,090,Washington School,PK-05,20.5
03,BERGEN,2740,Lodi School District,100,Wilson School,PK-05,37.25
03,BERGEN,2860,Lyndhurst School District,080,Jefferson School,04-08,64.0
03,BERGEN,2860,Lyndhurst School District,090,Lincoln School,04-08,56.5
03,BERGEN,2860,Lyndhurst School District,110,Roosevelt School,04-08,63.5
03,BERGEN,2900,Mahwah Township Public School District,075,Joyce Kilmer School,04-05,55.5
03,BERGEN,2900,Mahwah Township Public School District,076,Ramapo Ridge,06-08,47.0
03,BERGEN,3060,Maywood School District,060,Maywood Avenue School,PK-08,64.75
03,BERGEN,3170,Midland Park School District,050,Midland Park Jr./Sr. High School,07-12,44.0
03,BERGEN,3170,Midland Park School District,070,Highland Elementary School,03-06,61.5
03,BERGEN,3330,Montvale Board of Education School District,020,Fieldstone Middle School,05-08,59.5
03,BERGEN,3330,Montvale Board of Education School District,030,Memorial Elementary School,PK-04,59.0
03,BERGEN,3350,Moonachie School District,060,Robert L. Craig School,PK-08,62.0
03,BERGEN,3550,New Milford Public School District,060,Berkley Street School,KG-05,63.5
03,BERGEN,3550,New Milford Public School District,070,Bertrand F. Gibbs Elementary School,KG-05,53.5
03,BERGEN,3550,New Milford Public School District,085,David E. Owens Middle School,PK-08,53.0
03,BERGEN,3600,North Arlington School District,060,Jefferson Elementary School,KG-05,52.25
03,BERGEN,3600,North Arlington School District,070,Roosevelt Elementary School,KG-05,63.25
03,BERGEN,3600,North Arlington School District,080,Washington Elementary School,PK-05,53.75
03,BERGEN,3600,North Arlington School District,090,North Arlington Middle School,06-08,48.75
03,BERGEN,3730,Northvale Public School District,050,Northvale Public School,KG-08,50.5
03,BERGEN,3740,Norwood Public School District,020,Norwood Public School,KG-08,54.25
03,BERGEN,3760,Oakland Public School District,040,Dogwood Hill Elementary School,KG-05,41.75
03,BERGEN,3760,Oakland Public School District,050,Heights Elementary School,PK-05,56.0
03,BERGEN,3760,Oakland Public School District,060,Manito Elementary School,KG-05,28.25
03,BERGEN,3760,Oakland Public School District,080,Valley Middle School,06-08,53.75
03,BERGEN,3850,Old Tappan Public School District,030,Charles DeWolf Middle School,05-08,64.0
03,BERGEN,3850,Old Tappan Public School District,060,T. Baldwin Demarest Elementary School,KG-04,59.5
03,BERGEN,3870,Oradell Public School District,050,Oradell Public School,PK-06,67.25
03,BERGEN,3910,Palisades Park School District,050,Palisades Park Jr-Sr High School,07-12,47.5
03,BERGEN,3910,Palisades Park School District,070,Lindbergh Elementary School,01-06,48.5
03,BERGEN,3930,Paramus Public School District,060,West Brook Middle School,05-08,44.5
03,BERGEN,3930,Paramus Public School District,065,East Brook Middle School,05-08,51.0
03,BERGEN,3930,Paramus Public School District,080,Memorial Elementary School,KG-04,53.25
03,BERGEN,3930,Paramus Public School District,090,Midland Elementary School,KG-04,59.5
03,BERGEN,3930,Paramus Public School District,100,Parkway Elementary School,PK-04,50.5
03,BERGEN,3930,Paramus Public School District,110,Ridge Ranch Elementary School,KG-04,53.25
03,BERGEN,3930,Paramus Public School District,130,Stony Lane Elementary School,KG-04,60.5
03,BERGEN,3940,Park Ridge School District,050,Park Ridge High School,07-12,42.0
03,BERGEN,3940,Park Ridge School District,060,East Brook Elementary School,KG-06,64.5
03,BERGEN,3940,Park Ridge School District,070,West Ridge Elementary School,PK-06,46.0
03,BERGEN,4310,Ramsey School District,055,Eric S. Smith Middle School,06-08,46.5
03,BERGEN,4310,Ramsey School District,060,John Y Dater Elementary School,04-05,60.5
03,BERGEN,4370,Ridgefield School District,065,Bergen Boulevard School,01-05,52.5
03,BERGEN,4370,Ridgefield School District,100,Slocum Skewes School,01-12,52.5
03,BERGEN,4380,Ridgefield Park Public School District,050,Ridgefield Park Jr Sr High School,07-12,51.5
03,BERGEN,4380,Ridgefield Park Public School District,060,Grant Elementary School,KG-06,65.0
03,BERGEN,4380,Ridgefield Park Public School District,070,Lincoln Elementary School,PK-06,50.75
03,BERGEN,4380,Ridgefield Park Public School District,080,Roosevelt  Elementary School,KG-06,49.5
03,BERGEN,4390,Ridgewood Public School District,060,Benjamin Franklin Middle School,06-08,47.75
03,BERGEN,4390,Ridgewood Public School District,070,George Washington Middle School,06-08,45.0
03,BERGEN,4390,Ridgewood Public School District,085,Hawes Elementary School,KG-05,55.5
03,BERGEN,4390,Ridgewood Public School District,090,Ridge Elementary School,KG-05,52.75
03,BERGEN,4390,Ridgewood Public School District,100,Somerville Elementary School,PK-05,52.0
03,BERGEN,4390,Ridgewood Public School District,110,Travell Elementary School,KG-05,56.0
03,BERGEN,4390,Ridgewood Public School District,120,Orchard Elementary School,KG-05,67.0
03,BERGEN,4390,Ridgewood Public School District,130,Willard Elementary School,KG-05,60.0
03,BERGEN,4405,River Dell Regional School District,060,River Dell Middle School,07-08,42.5
03,BERGEN,4410,River Edge School District,030,Cherry Hill School,PK-06,64.0
03,BERGEN,4410,River Edge School District,050,Roosevelt School,KG-06,67.5
03,BERGEN,4430,River Vale Public School District,050,Holdrum Middle School,06-08,47.0
03,BERGEN,4430,River Vale Public School District,060,Roberge Elementary School,KG-05,42.0
03,BERGEN,4430,River Vale Public School District,070,Woodside Elementary School,PK-05,39.5
03,BERGEN,4470,Rochelle Park School District,050,Midland School #1,PK-08,56.5
03,BERGEN,4600,Rutherford School District,080,Pierrepont School,04-06,61.25
03,BERGEN,4600,Rutherford School District,100,Union School,07-08,52.5
03,BERGEN,4610,Saddle Brook School District,050,Saddle Brook Middle/High School,07-12,51.0
03,BERGEN,4610,Saddle Brook School District,080,Franklin School,KG-06,45.5
03,BERGEN,4610,Saddle Brook School District,085,Helen I. Smith School,KG-06,49.5
03,BERGEN,4610,Saddle Brook School District,090,Salome H. Long Memorial School,KG-06,44.75
03,BERGEN,4620,Saddle River School District,050,Wandell School,PK-05,34.5
03,BERGEN,4870,South Hackensack School District,050,Memorial School,PK-08,55.5
03,BERGEN,5150,Teaneck School District,060,Benjamin Franklin Middle School,05-08,49.0
03,BERGEN,5150,Teaneck School District,070,Thomas Jefferson Middle School,05-08,48.5
03,BERGEN,5150,Teaneck School District,110,Nathaniel Hawthorne Elementary School,KG-04,55.5
03,BERGEN,5150,Teaneck School District,130,James Russell Lowell Elementary School,KG-04,50.5
03,BERGEN,5150,Teaneck School District,150,John Greenleaf Whittier Elementary School,KG-04,68.0
03,BERGEN,5160,Tenafly Public School District,070,J Spencer Smith School,KG-05,68.5
03,BERGEN,5160,Tenafly Public School District,080,Malcolm S Mackay School,KG-05,63.5
03,BERGEN,5160,Tenafly Public School District,090,Ralph S Maugham School,KG-05,64.25
03,BERGEN,5160,Tenafly Public School District,095,Tenafly Middle School,06-08,60.5
03,BERGEN,5160,Tenafly Public School District,100,Walter Stillman School,PK-05,61.25
03,BERGEN,5330,Upper Saddle River School District,050,Emil A. Cavallini Middle School,06-08,55.75
03,BERGEN,5330,Upper Saddle River School District,060,Edith A. Bogert Elementary School,03-05,64.25
03,BERGEN,5410,Waldwick School District,040,Crescent Elementary School,KG-05,50.5
03,BERGEN,5410,Waldwick School District,050,Julia A Traphagen School,PK-05,40.5
03,BERGEN,5410,Waldwick School District,070,Waldwick Middle School,06-08,58.5
03,BERGEN,5430,Wallington Boro School District,050,Wallington Junior Senior High School,07-12,35.25
03,BERGEN,5430,Wallington Boro School District,055,Frank W. Gavlak Elementary School,KG-06,53.0
03,BERGEN,5755,Westwood Regional School District,050,Westwood Junior/Senior High School,PK-12,45.5
03,BERGEN,5755,Westwood Regional School District,060,Berkeley Elementary,KG-05,64.25
03,BERGEN,5755,Westwood Regional School District,062,Westwood Regional Middle School,06-07,41.5
03,BERGEN,5755,Westwood Regional School District,065,Jessie F. George Elementary,KG-05,62.5
03,BERGEN,5755,Westwood Regional School District,070,Brookside Elementary School,KG-05,77.5
03,BERGEN,5755,Westwood Regional School District,080,Washington Elementary School,KG-05,55.5
03,BERGEN,5830,Wood-Ridge School District,050,Wood-Ridge Jr/Sr High School,07-12,30.5
03,BERGEN,5830,Wood-Ridge School District,300,Wood-Ridge Intermediate School,04-06,40.5
03,BERGEN,5880,Woodcliff Lake School District,030,Dorchester Elementary School,PK-05,56.0
03,BERGEN,5880,Woodcliff Lake School District,050,Woodcliff Middle School,06-08,61.5
03,BERGEN,5920,Wyckoff Township Public School District,010,Abraham Lincoln Elementary School,KG-05,57.25
03,BERGEN,5920,Wyckoff Township Public School District,020,Calvin Coolidge Elementary School,KG-05,39.0
03,BERGEN,5920,Wyckoff Township Public School District,025,Dwight D. Eisenhower Middle School,06-08,49.0
03,BERGEN,5920,Wyckoff Township Public School District,030,George Washington Elementary School,KG-05,50.75
03,BERGEN,5920,Wyckoff Township Public School District,050,Sicomac Elementary School,PK-05,57.5
05,BURLINGTON,0200,Bass River Township Board of Education,050,Bass River Township Elementary School,PK-06,53.5
05,BURLINGTON,0380,Beverly City School,025,Beverly City School District,PK-08,57.0
05,BURLINGTON,0475,Bordentown Regional School District,055,Bordentown Regional Middle School,06-08,38.5
05,BURLINGTON,0475,Bordentown Regional School District,090,Mac Farland Intermediate,03-05,54.0
05,BURLINGTON,0475,Bordentown Regional School District,100,Peter Muschal Elementary,PK-05,47.0
05,BURLINGTON,0600,Burlington City Public School District,020,Burlington City High School,07-12,40.25
05,BURLINGTON,0600,Burlington City Public School District,085,Wilbur Watts Intermediate School,03-06,39.0
05,BURLINGTON,0620,Burlington Township School District,037,Fountain Woods Elementary School,03-05,47.0
05,BURLINGTON,0620,Burlington Township School District,051,Burlington Township Middle School at Springside,06-08,46.5
05,BURLINGTON,0830,Chesterfield Township School District,025,Chesterfield Township Elementary School,PK-06,47.5
05,BURLINGTON,0840,Cinnaminson Township School District,053,Cinnaminson Middle School,06-08,49.0
05,BURLINGTON,0840,Cinnaminson Township School District,060,Eleanor Rush Intermediate School,03-05,53.5
05,BURLINGTON,1030,Delanco Township School District,030,M. Joan Pearson Elementary School,KG-05,29.0
05,BURLINGTON,1030,Delanco Township School District,060,Walnut Street School,06-08,34.25
05,BURLINGTON,1060,Delran Township School District,007,Delran Middle School,06-08,54.25
05,BURLINGTON,1060,Delran Township School District,015,Delran Intermediate School,03-05,52.0
05,BURLINGTON,1250,Eastampton Township School District,060,Eastampton Township Community School,KG-08,47.5
05,BURLINGTON,1280,Edgewater Park Township School District,050,Mildred Magowan Elementary School,PK-04,53.5
05,BURLINGTON,1280,Edgewater Park Township School District,070,Samuel M Ridgway Middle School,05-08,43.5
05,BURLINGTON,1420,Evesham Township School District,030,Frances DeMasi Elementary School,KG-05,57.0
05,BURLINGTON,1420,Evesham Township School District,040,Frances DeMasi Middle School,06-08,57.0
05,BURLINGTON,1420,Evesham Township School District,055,Helen L Beeler,KG-05,48.5
05,BURLINGTON,1420,Evesham Township School District,057,J Harold Van Zant,KG-05,40.0
05,BURLINGTON,1420,Evesham Township School District,058,Marlton Elementary,KG-05,45.5
05,BURLINGTON,1420,Evesham Township School District,060,Marlton Middle,06-08,56.0
05,BURLINGTON,1420,Evesham Township School District,065,Richard L Rice School,PK-05,53.0
05,BURLINGTON,1420,Evesham Township School District,070,Robert B Jaggard School,KG-05,54.75
05,BURLINGTON,1520,Florence Township School District,055,Florence Riverfront School,04-08,46.0
05,BURLINGTON,1910,Hainesport Township School District,050,Hainesport Township School,PK-08,60.5
05,BURLINGTON,2850,Lumberton Township Board of Education,020,Bobby's Run Elementary School,04-05,60.5
05,BURLINGTON,2850,Lumberton Township Board of Education,060,Lumberton Middle School,06-08,46.25
05,BURLINGTON,2960,Mansfield Township School District,040,Mansfield Township Elementary School,PK-06,57.5
05,BURLINGTON,3010,Maple Shade School District,030,Maple Shade High School,07-12,37.0
05,BURLINGTON,3010,Maple Shade School District,080,Maude M. Wilkins Elementary School,PK-04,44.75
05,BURLINGTON,3010,Maple Shade School District,100,Ralph J. Steinhauer Elementary School,PK-06,43.5
05,BURLINGTON,3070,Medford Lakes School District,040,Neeta School,03-08,61.5
05,BURLINGTON,3080,Medford Township School District,030,Chairville Elementary School,KG-05,48.5
05,BURLINGTON,3080,Medford Township School District,040,Cranberry Pines Elementary,KG-05,51.5
05,BURLINGTON,3080,Medford Township School District,045,Kirby's Mill Elementary School,PK-05,59.0
05,BURLINGTON,3080,Medford Township School District,050,Haines Sixth Grade Center,06-06,51.5
05,BURLINGTON,3080,Medford Township School District,055,Medford Memorial Middle School,07-08,41.25
05,BURLINGTON,3080,Medford Township School District,060,Milton H. Allen Elementary School,KG-05,48.25
05,BURLINGTON,3080,Medford Township School District,070,Taunton Forge Elementary School,KG-05,60.5
05,BURLINGTON,3360,Moorestown Township Public School District,110,William Allen Middle School,07-08,55.25
05,BURLINGTON,3360,Moorestown Township Public School District,115,Moorestown Upper Elementary School,04-06,47.0
05,BURLINGTON,3430,Mount Holly Township Public School District,050,Gertrude C. Folwell Elementary School,03-05,44.75
05,BURLINGTON,3430,Mount Holly Township Public School District,060,F. W. Holbein Middle School,06-08,46.0
05,BURLINGTON,3440,Mount Laurel Township School District,010,Countryside Elementary School,PK-04,45.5
05,BURLINGTON,3440,Mount Laurel Township School District,045,Fleetwood Elementary School,KG-04,51.0
05,BURLINGTON,3440,Mount Laurel Township School District,047,Hartford Upper Elementary School,05-06,48.0
05,BURLINGTON,3440,Mount Laurel Township School District,050,Hillside Elementary School,PK-04,55.5
05,BURLINGTON,3440,Mount Laurel Township School District,055,Larchmont Elementary School,PK-04,42.25
05,BURLINGTON,3440,Mount Laurel Township School District,060,T. E. Harrington Middle School,07-08,40.75
05,BURLINGTON,3440,Mount Laurel Township School District,065,Parkway Elementary School,KG-04,42.25
05,BURLINGTON,3440,Mount Laurel Township School District,075,Springville Elementary School,PK-04,66.75
05,BURLINGTON,3540,New Hanover Township,050,New Hanover Township School,PK-08,58.0
05,BURLINGTON,3650,North Hanover Township School District,036,North Hanover Township Upper Elementary School,05-06,50.0
05,BURLINGTON,3650,North Hanover Township School District,040,Clarence B. Lamb Elementary School,01-04,64.5
05,BURLINGTON,3690,Northern Burlington County Regional School District,060,Northern Burlington County Regional Middle School,07-08,42.75
05,BURLINGTON,3920,Palmyra Public School District,050,Palmyra High School,07-12,49.5
05,BURLINGTON,3920,Palmyra Public School District,060,Charles Street School,PK-06,64.5
05,BURLINGTON,4050,Pemberton Township School District,050,Helen A. Fort Middle School,07-08,49.5
05,BURLINGTON,4050,Pemberton Township School District,110,Fort Dix Elementary School,PK-05,60.0
05,BURLINGTON,4050,Pemberton Township School District,130,Alexander Denbo,03-05,47.5
05,BURLINGTON,4050,Pemberton Township School District,135,Samuel T. Busansky School,03-05,49.25
05,BURLINGTON,4050,Pemberton Township School District,140,Joseph S. Stackhouse School,03-05,43.0
05,BURLINGTON,4050,Pemberton Township School District,302,Marcus Newcomb Middle School,06-06,38.5
05,BURLINGTON,4450,Riverside Township School District,060,Riverside Elementary School,PK-05,49.75
05,BURLINGTON,4450,Riverside Township School District,070,Riverside Middle School,06-08,36.25
05,BURLINGTON,4460,Riverton School District,050,Riverton School District,PK-08,43.75
05,BURLINGTON,4740,Shamong Township School District,050,Indian Mills Elementary School,PK-04,39.5
05,BURLINGTON,4740,Shamong Township School District,055,Indian Mills Memorial School,05-08,59.5
05,BURLINGTON,4930,Southampton Township School District,060,Southampton Township School #2,03-05,57.75
05,BURLINGTON,4930,Southampton Township School District,070,Southampton Township School #3,06-08,55.5
05,BURLINGTON,5010,Springfield Township School District,050,Springfield Township School,PK-06,65.0
05,BURLINGTON,5130,Tabernacle Township School District,040,Kenneth R. Olson Middle School,05-08,40.75
05,BURLINGTON,5130,Tabernacle Township School District,060,Tabernacle Elementary School,PK-04,42.25
05,BURLINGTON,5720,Westampton Township Public School District,050,Westampton Township Middle School,04-08,48.0
05,BURLINGTON,5805,Willingboro Public School District,057,Willingboro Memorial Middle School,07-08,52.0
